Date,gross_return,transaction_cost,net_return,signal,beta,weight_rf,weight_schw,alpha,innovation,innovation_std,z_score
2023-05-09,-0.0,0.0,-0.0,0.0,0.9046553941187604,0.0,-0.0,-0.8099089166825956,0.003680921235550194,0.021473890465600998,0.17141380326246228
2023-05-10,-0.0,0.0,-0.0,0.0,0.9046772904365842,0.0,-0.0,-0.8100764623557463,-0.002047767158359637,0.02147371842732469,-0.0953615539521051
2023-05-11,-0.0,0.0005,-0.0005,1.0,0.9050798745394987,0.0,-0.0,-0.8134961426630412,-0.04621927277708959,0.02146990662629736,-2.1527467995821663
2023-05-12,-0.004507936034352748,0.0,-0.004507936034352748,1.0,0.9053298030400336,0.5248435196911622,-0.47515648030883784,-0.8165865526636894,-0.05292309460390232,0.021464861673597357,-2.4655688635999855
2023-05-15,-0.005209443878459641,0.0,-0.005209443878459641,1.0,0.905264677788413,0.5248614597530757,-0.47513854024692426,-0.8187615644980892,-0.060723373949665316,0.021462501593244577,-2.8292775511675807
2023-05-16,-0.001178172555045395,0.0,-0.001178172555045395,1.0,0.9053130014249984,0.5248481479169523,-0.47515185208304767,-0.8213665494791115,-0.060540495206099276,0.021461865880085963,-2.8208402542610984
2023-05-17,0.015299186818192933,0.0,0.015299186818192933,1.0,0.9051956031660967,0.5248804890889827,-0.47511951091101745,-0.8220667814773351,-0.02897881548197878,0.021462587106795637,-1.3502014150383252
2023-05-18,0.004673988436115168,0.0,0.004673988436115168,1.0,0.9051182870808793,0.5249017904984008,-0.4750982095015991,-0.8225203781558927,-0.018915053230916357,0.02146207046706462,-0.8813247193435099
2023-05-19,-0.0032969728474795817,0.0,-0.0032969728474795817,1.0,0.905018160811709,0.5249293789272382,-0.4750706210727618,-0.8231046295509972,-0.02443996080449784,0.021461565186779306,-1.1387781176161968
2023-05-22,0.017106308509456162,0.0005,0.01660630850945616,0.0,0.9050643997954221,0.5249166380450899,-0.47508336195491013,-0.8229211795015449,0.00912429383771629,0.02146180886574363,0.42514095129605206
2023-05-23,-0.0,0.0,-0.0,0.0,0.905091294151385,0.0,-0.0,-0.8228789945912652,0.0036870344346828787,0.021463603620747698,0.17178077362176142
2023-05-24,-0.0,0.0,-0.0,0.0,0.9051031683591575,0.0,-0.0,-0.8228409233967207,0.0021193693410408443,0.02146139171581306,0.09875265169682647
2023-05-25,-0.0,0.0005,-0.0005,1.0,0.9046861380569626,0.0,-0.0,-0.8227162485459552,-0.03761923518902677,0.02146847588052855,-1.752301160006734
